dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,7.155680,3.445312,0.000200,0.020000,1.000000,50.000000,4.714072
0.020000,7.155680,3.445312,0.001000,0.060000,2.000000,50.000000,4.713918
0.020000,7.155680,3.445312,0.002600,0.100000,2.000000,0.000000,4.713609
0.020000,7.155680,3.445312,0.005000,0.140000,2.000000,0.000000,4.713146
0.020000,7.155680,3.445312,0.008200,0.180000,2.000000,-0.000000,4.712527
0.020000,7.155679,3.442020,0.012200,0.220000,2.000000,0.000000,4.711750
0.020000,7.155674,3.437223,0.017000,0.260000,2.000000,0.000000,4.710814
0.020000,7.155662,3.431620,0.022600,0.300000,2.000000,-0.000000,4.709714
0.020000,7.155641,3.425221,0.029000,0.340000,2.000000,0.000000,4.708450
0.020000,7.155607,3.418023,0.036200,0.380000,2.000000,-0.000000,4.707016
0.020000,7.155558,3.410024,0.044200,0.420000,2.000000,0.000000,4.705408
0.020000,7.155489,3.401225,0.053000,0.460000,2.000000,0.000000,4.703621
0.020000,7.155395,3.391624,0.062600,0.500000,2.000000,-0.000000,4.701650
0.020000,7.155272,3.381222,0.073000,0.540000,2.000000,0.000000,4.699488
0.020000,7.155114,3.370023,0.084200,0.580000,2.000000,-0.000000,4.697131
0.020000,7.154916,3.358029,0.096200,0.620000,2.000000,0.000000,4.694569
0.020000,7.154670,3.345227,0.109000,0.660000,2.000000,0.000000,4.691793
0.020000,7.154370,3.331633,0.122600,0.700000,2.000000,-0.000000,4.688797
0.020000,7.154007,3.317236,0.137000,0.740000,2.000000,0.000000,4.685568
0.020000,7.153573,3.302041,0.152200,0.780000,2.000000,0.000000,4.682094
0.020000,7.153059,3.286049,0.168200,0.820000,2.000000,-0.000000,4.678365
0.020000,7.152454,3.269260,0.185000,0.860000,2.000000,0.000000,4.674366
0.020000,7.151747,3.251676,0.202600,0.900000,2.000000,0.000000,4.670081
0.020000,7.150927,3.233296,0.221000,0.940000,2.000000,-0.000000,4.665495
0.020000,7.149980,3.214116,0.240200,0.980000,2.000000,0.000000,4.660586
0.020000,7.148892,3.194149,0.260200,1.020000,2.000000,0.000000,4.655337
0.020000,7.147648,3.173383,0.281000,1.060000,2.000000,0.000000,4.649720
0.020000,7.146231,3.151830,0.302600,1.100000,2.000000,0.000000,4.643715
0.020000,7.144622,3.129488,0.325000,1.140000,2.000000,-0.000000,4.637290
0.020000,7.142803,3.106359,0.348200,1.180000,2.000000,0.000000,4.630414
0.020000,7.140750,3.082448,0.372200,1.220000,2.000000,0.000000,4.623052
0.020000,7.138441,3.057759,0.397000,1.260000,2.000000,0.000000,4.615165
0.020000,7.135848,3.032287,0.422600,1.300000,2.000000,0.000000,4.606704
0.020000,7.132945,3.006048,0.449000,1.340000,2.000000,0.000000,4.597625
0.020000,7.129700,2.979044,0.476200,1.380000,2.000000,-0.000000,4.587868
0.020000,7.126078,2.951279,0.504200,1.420000,2.000000,0.000000,4.577369
0.020000,7.122041,2.922762,0.533000,1.460000,2.000000,0.000000,4.566057
0.020000,7.117548,2.893508,0.562600,1.500000,2.000000,0.000000,4.553852
0.020000,7.112552,2.863519,0.593000,1.540000,2.000000,0.000000,4.540655
0.020000,7.107003,2.832817,0.624200,1.580000,2.000000,0.000000,4.526364
0.020000,7.100843,2.801416,0.656200,1.620000,2.000000,0.000000,4.510856
0.020000,7.094010,2.769339,0.689000,1.660000,2.000000,-0.000000,4.493993
0.020000,7.086432,2.736602,0.722600,1.700000,2.000000,0.000000,4.475610
0.020000,7.078031,2.703245,0.757000,1.740000,2.000000,0.000000,4.455526
0.020000,7.068719,2.669301,0.792200,1.780000,2.000000,0.000000,4.433529
0.020000,7.058398,2.634812,0.828200,1.820000,2.000000,0.000000,4.409374
0.020000,7.046957,2.599837,0.865000,1.860000,2.000000,0.000000,4.382785
0.020000,7.034274,2.564442,0.902600,1.900000,2.000000,-0.000000,4.353442
0.020000,7.020211,2.528712,0.941000,1.940000,2.000000,0.000000,4.320987
0.020000,7.004617,2.492749,0.980200,1.980000,2.000000,0.000000,4.285021
0.020000,6.987418,2.456863,1.020000,2.000000,1.000000,-50.000000,4.245319
0.020000,6.968648,2.421543,1.060000,2.000000,0.000000,-50.000000,4.201926
0.020000,6.948301,2.387109,1.100000,2.000000,0.000000,0.000000,4.154816
0.020000,6.926291,2.353714,1.140000,2.000000,0.000000,0.000000,4.103833
0.020000,6.902545,2.321532,1.180000,2.000000,0.000000,0.000000,4.048927
0.020000,6.877010,2.290751,1.220000,2.000000,0.000000,0.000000,3.990194
0.020000,6.849660,2.261572,1.260000,2.000000,0.000000,0.000000,3.927926
0.020000,6.820504,2.234197,1.300000,2.000000,0.000000,0.000000,3.862634
0.020000,6.789595,2.208820,1.340000,2.000000,0.000000,0.000000,3.795066
0.020000,6.757025,2.185613,1.380000,2.000000,0.000000,0.000000,3.726171
0.020000,6.722931,2.164711,1.420000,2.000000,0.000000,0.000000,3.657031
0.020000,6.687480,2.146201,1.460000,2.000000,0.000000,0.000000,3.588765
0.020000,6.650863,2.130121,1.500000,2.000000,0.000000,0.000000,3.522421
0.020000,6.613278,2.116452,1.540000,2.000000,0.000000,0.000000,3.458884
0.020000,6.574920,2.105133,1.580000,2.000000,0.000000,0.000000,3.398821
0.020000,6.535967,2.096061,1.620000,2.000000,0.000000,0.000000,3.342665
0.020000,6.496581,2.089109,1.660000,2.000000,0.000000,0.000000,3.290632
0.020000,6.456896,2.084132,1.700000,2.000000,0.000000,0.000000,3.242758
0.020000,6.417024,2.080979,1.740000,2.000000,0.000000,0.000000,3.198945
0.020000,6.377054,2.079497,1.780000,2.000000,0.000000,0.000000,3.159004
0.020000,6.337056,2.079538,1.820000,2.000000,0.000000,0.000000,3.122693
0.020000,6.297083,2.080963,1.860000,2.000000,0.000000,0.000000,3.089745
0.020000,6.257175,2.083642,1.900000,2.000000,0.000000,0.000000,3.059888
0.020000,6.217358,2.087454,1.940000,2.000000,0.000000,0.000000,3.032855
0.020000,6.177652,2.092289,1.980000,2.000000,0.000000,0.000000,3.008397
0.020000,6.138069,2.098046,2.020000,2.000000,0.000000,0.000000,2.986284
0.020000,6.098616,2.104635,2.060000,2.000000,0.000000,0.000000,2.966306
0.020000,6.059295,2.111971,2.100000,2.000000,0.000000,0.000000,2.948275
0.020000,6.020106,2.119980,2.140000,2.000000,0.000000,0.000000,2.932024
0.020000,5.981044,2.128592,2.180000,2.000000,0.000000,0.000000,2.917405
0.020000,5.942106,2.137745,2.220000,2.000000,0.000000,0.000000,2.904287
0.020000,5.903284,2.147381,2.260000,2.000000,0.000000,0.000000,2.892557
0.020000,5.864571,2.157446,2.300000,2.000000,0.000000,0.000000,2.882113
0.020000,5.825959,2.167891,2.340000,2.000000,0.000000,0.000000,2.872870
0.020000,5.787439,2.178671,2.380000,2.000000,0.000000,0.000000,2.864752
0.020000,5.749002,2.189743,2.420000,2.000000,0.000000,0.000000,2.857695
0.020000,5.710638,2.201066,2.460000,2.000000,0.000000,0.000000,2.851643
0.020000,5.672338,2.212603,2.500000,2.000000,0.000000,0.000000,2.846551
0.020000,5.634091,2.224316,2.540000,2.000000,0.000000,0.000000,2.842380
0.020000,5.595889,2.236173,2.580000,2.000000,0.000000,0.000000,2.839099
0.020000,5.557720,2.248138,2.620000,2.000000,0.000000,0.000000,2.836684
0.020000,5.519575,2.260178,2.660000,2.000000,0.000000,0.000000,2.835117
