dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,7.727191,3.423746,0.000200,0.020000,1.000000,50.000000,4.713703
0.020000,7.727191,3.423746,0.001000,0.060000,2.000000,50.000000,4.713629
0.020000,7.727191,3.423746,0.002600,0.100000,2.000000,0.000000,4.713480
0.020000,7.727191,3.423746,0.005000,0.140000,2.000000,0.000000,4.713256
0.020000,7.727191,3.423746,0.008200,0.180000,2.000000,-0.000000,4.712957
0.020000,7.727191,3.423746,0.012200,0.220000,2.000000,0.000000,4.712582
0.020000,7.727191,3.421002,0.017000,0.260000,2.000000,0.000000,4.712131
0.020000,7.727188,3.415399,0.022600,0.300000,2.000000,-0.000000,4.711604
0.020000,7.727181,3.409005,0.029000,0.340000,2.000000,0.000000,4.710998
0.020000,7.727168,3.401799,0.036200,0.380000,2.000000,-0.000000,4.710313
0.020000,7.727149,3.393804,0.044200,0.420000,2.000000,0.000000,4.709547
0.020000,7.727120,3.385001,0.053000,0.460000,2.000000,0.000000,4.708699
0.020000,7.727080,3.375399,0.062600,0.500000,2.000000,-0.000000,4.707767
0.020000,7.727027,3.365003,0.073000,0.540000,2.000000,0.000000,4.706750
0.020000,7.726957,3.353806,0.084200,0.580000,2.000000,-0.000000,4.705645
0.020000,7.726869,3.341803,0.096200,0.620000,2.000000,0.000000,4.704449
0.020000,7.726759,3.329002,0.109000,0.660000,2.000000,0.000000,4.703161
0.020000,7.726624,3.315403,0.122600,0.700000,2.000000,-0.000000,4.701778
0.020000,7.726461,3.301004,0.137000,0.740000,2.000000,0.000000,4.700296
0.020000,7.726265,3.285808,0.152200,0.780000,2.000000,0.000000,4.698714
0.020000,7.726033,3.269811,0.168200,0.820000,2.000000,-0.000000,4.697026
0.020000,7.725760,3.253009,0.185000,0.860000,2.000000,0.000000,4.695229
0.020000,7.725441,3.235411,0.202600,0.900000,2.000000,0.000000,4.693318
0.020000,7.725072,3.217021,0.221000,0.940000,2.000000,-0.000000,4.691292
0.020000,7.724646,3.197819,0.240200,0.980000,2.000000,0.000000,4.689141
0.020000,7.724158,3.177830,0.260200,1.020000,2.000000,0.000000,4.686863
0.020000,7.723602,3.157032,0.281000,1.060000,2.000000,0.000000,4.684451
0.020000,7.722972,3.135445,0.302600,1.100000,2.000000,0.000000,4.681899
0.020000,7.722259,3.113057,0.325000,1.140000,2.000000,-0.000000,4.679200
0.020000,7.721456,3.089868,0.348200,1.180000,2.000000,0.000000,4.676345
0.020000,7.720555,3.065884,0.372200,1.220000,2.000000,0.000000,4.673328
0.020000,7.719547,3.041104,0.397000,1.260000,2.000000,0.000000,4.670139
0.020000,7.718423,3.015529,0.422600,1.300000,2.000000,0.000000,4.666769
0.020000,7.717172,2.989160,0.449000,1.340000,2.000000,0.000000,4.663206
0.020000,7.715784,2.962000,0.476200,1.380000,2.000000,-0.000000,4.659439
0.020000,7.714247,2.934039,0.504200,1.420000,2.000000,0.000000,4.655453
0.020000,7.712547,2.905288,0.533000,1.460000,2.000000,0.000000,4.651236
0.020000,7.710673,2.875750,0.562600,1.500000,2.000000,0.000000,4.646773
0.020000,7.708608,2.845418,0.593000,1.540000,2.000000,0.000000,4.642044
0.020000,7.706338,2.814300,0.624200,1.580000,2.000000,0.000000,4.637032
0.020000,7.703844,2.782399,0.656200,1.620000,2.000000,0.000000,4.631714
0.020000,7.701109,2.749716,0.689000,1.660000,2.000000,-0.000000,4.626068
0.020000,7.698113,2.716249,0.722600,1.700000,2.000000,0.000000,4.620066
0.020000,7.694833,2.682004,0.757000,1.740000,2.000000,0.000000,4.613680
0.020000,7.691245,2.646986,0.792200,1.780000,2.000000,0.000000,4.606875
0.020000,7.687325,2.611204,0.828200,1.820000,2.000000,0.000000,4.599617
0.020000,7.683043,2.574650,0.865000,1.860000,2.000000,0.000000,4.591860
0.020000,7.678369,2.537346,0.902600,1.900000,2.000000,-0.000000,4.583560
0.020000,7.673267,2.499287,0.941000,1.940000,2.000000,0.000000,4.574662
0.020000,7.667702,2.460484,0.980200,1.980000,2.000000,0.000000,4.565103
0.020000,7.661662,2.421147,1.020000,2.000000,1.000000,-50.000000,4.554869
0.020000,7.655174,2.381674,1.060000,2.000000,0.000000,-50.000000,4.543996
0.020000,7.648245,2.342276,1.100000,2.000000,0.000000,0.000000,4.532485
0.020000,7.640851,2.302971,1.140000,2.000000,0.000000,0.000000,4.520279
0.020000,7.632961,2.263753,1.180000,2.000000,0.000000,0.000000,4.507307
0.020000,7.624548,2.224652,1.220000,2.000000,0.000000,0.000000,4.493502
0.020000,7.615578,2.185669,1.260000,2.000000,0.000000,0.000000,4.478776
0.020000,7.606016,2.146828,1.300000,2.000000,0.000000,0.000000,4.463039
0.020000,7.595823,2.108149,1.340000,2.000000,0.000000,0.000000,4.446185
0.020000,7.584956,2.069656,1.380000,2.000000,0.000000,0.000000,4.428097
0.020000,7.573369,2.031373,1.420000,2.000000,0.000000,0.000000,4.408638
0.020000,7.561010,1.993328,1.460000,2.000000,0.000000,0.000000,4.387655
0.020000,7.547825,1.955567,1.500000,2.000000,0.000000,0.000000,4.364982
0.020000,7.533753,1.918126,1.540000,2.000000,0.000000,0.000000,4.340421
0.020000,7.518726,1.881057,1.580000,2.000000,0.000000,0.000000,4.313755
0.020000,7.502676,1.844421,1.620000,2.000000,0.000000,0.000000,4.284742
0.020000,7.485520,1.808285,1.660000,2.000000,0.000000,0.000000,4.253109
0.020000,7.467183,1.772742,1.700000,2.000000,0.000000,0.000000,4.218571
0.020000,7.447573,1.737881,1.740000,2.000000,0.000000,0.000000,4.180805
0.020000,7.426601,1.703824,1.780000,2.000000,0.000000,0.000000,4.139494
0.020000,7.404177,1.670703,1.820000,2.000000,0.000000,0.000000,4.094313
0.020000,7.380216,1.638681,1.860000,2.000000,0.000000,0.000000,4.044979
0.020000,7.354637,1.607933,1.900000,2.000000,0.000000,0.000000,3.991264
